,given_name,surname,gender,birthdate,country_of_birth,current_country,phone_number,postcode,national_insurance_number,bank_account_number,cc_status,blood_group,avg_n_drinks_per_week,avg_n_cigret_per_week,education_level,n_countries_visited,bmi,birth_year,age,age_groups,smoking_status,level of drinking_status,level of bmi,countries_visited,continent_of_birth,NI_enc,hash,postcode_split
334,Ann,Smith,F,1998-12-08,Belarus,United Kingdom,+44(0)7700 900788,S37 5ES,ZZ991753T,22106157,0,A+,6.0,154.0,secondary,17,15.32,1998,25,20-30,intermediate smokers,moderate,underweight,2-18,Europe,b'ZZ991753T',ce3fae7d528bd5edb79b6e3aab2252155730a14d,S37
335,Bryan,Stanley,M,2002-06-16,Cayman Islands,United Kingdom,(07700)900481,G5G 2BP,ZZ334708T,58190328,0,A+,9.6,194.6,bachelor,32,31.15,2002,20,<20,heavy smokers,high,overweight,19-34,North America,b'ZZ334708T',b4556aeca0afc7dfd44cd3776a63052a9d7f6b13,G5G
336,Lindsey,Bradshaw,F,1983-08-23,Anguilla,United Kingdom,07700900767,W5T 7DL,ZZ 63 11 51 T,76635700,0,O+,9.0,246.5,bachelor,5,21.21,1983,39,30-40,heavy smokers,high,healthy,2-18,North America,b'ZZ 63 11 51 T',1fdd07677459f233351cecc447da9d9e0320eaf4,W5T
337,Charles,Knight,M,1976-09-12,French Polynesia,United Kingdom,+44(0)7700 900 020,M56 6JH,ZZ752042T,53896164,0,A+,3.0,338.6,bachelor,18,32.07,1976,47,40-50,heavy smokers,low,overweight,2-18,Oceania,b'ZZ752042T',381a7c407b7fa1baed88ae3f44327c4301d2d028,M56
338,Fiona,Williams,F,2001-03-20,Isle of Man,United Kingdom,07700 900034,L9 2RG,ZZ 69 80 20 T,19244491,0,B+,4.5,77.9,secondary,14,17.14,2001,21,20-30,intermediate smokers,moderate,underweight,2-18,Europe,b'ZZ 69 80 20 T',51ea51df39696cfa592d1b3f1cfea91ac712193c,L9
339,Dennis,Ryan,M,1961-07-27,Angola,United Kingdom,(07700) 900388,BA5Y 8PJ,ZZ 817778 T,109799733,0,A-,5.9,373.2,secondary,19,27.72,1961,61,60-70,heavy smokers,moderate,overweight,19-34,Africa,b'ZZ 817778 T',cd3b772a71fe94302a8f6a840e8f2ed409b0af27,BA5Y
340,Gregory,Gough,M,1992-12-04,Mayotte,United Kingdom,07700 900 900,PL67 0PA,ZZ937919T,24962438,0,O+,6.1,392.0,secondary,38,35.4,1992,31,30-40,heavy smokers,moderate,overweight,35-50,Africa,b'ZZ937919T',9f2ddd13aaeeb3c5f05732682bb93b27ec7d75ef,PL67
341,Denis,Scott,M,1968-03-25,Jersey,United Kingdom,+447700900350,CT6R 1RN,ZZ 43 26 92 T,63805666,0,A+,8.9,191.4,primary,20,25.39,1968,54,50-60,heavy smokers,high,overweight,19-34,Europe,b'ZZ 43 26 92 T',4f48ccfc2f2116a3b3c01e9fd7cf4cca047a91c7,CT6R
342,Stephen,Smith,M,1981-03-18,Panama,United Kingdom,07700900781,NP1R 7AG,ZZ 273726 T,58072378,0,O+,2.5,171.0,secondary,5,37.61,1981,41,40-50,intermediate smokers,low,overweight,2-18,North America,b'ZZ 273726 T',09205d5c3b4d689cd97e8ea0c4b08357e7604b6f,NP1R
343,Deborah,Clarke,F,1994-12-12,Australia,United Kingdom,07700 900367,SA4 1TS,ZZ 632510 T,53512383,0,O+,6.6,489.1,masters,15,18.37,1994,29,20-30,heavy smokers,moderate,underweight,2-18,Oceania,b'ZZ 632510 T',5b001c835afc21114ca3565ff7558f827f73242b,SA4
344,Yvonne,Collier,F,1975-02-01,Albania,United Kingdom,07700 900969,S8 9DE,ZZ 16 99 90 T,75960780,0,A+,8.0,124.2,other,35,29.01,1975,48,40-50,intermediate smokers,high,overweight,35-50,Europe,b'ZZ 16 99 90 T',e9908933616e94c1bf9985d48a1ca1599c6d514f,S8
345,Derek,Patel,M,1959-09-01,Yemen,United Kingdom,(07700) 900044,G43 3JT,ZZ108221T,36883770,0,A+,2.7,354.8,secondary,44,19.05,1959,64,60-70,heavy smokers,low,healthy,35-50,Asia,b'ZZ108221T',10b8384359d5b4636d266b0656b43c6a1ae94c84,G43
346,Nigel,Barnes,M,1976-07-10,Burkina Faso,United Kingdom,+44(0)7700 900 064,NG8 8ZU,ZZ485619T,27125515,0,O+,2.7,458.8,masters,5,12.3,1976,47,40-50,heavy smokers,low,underweight,2-18,Africa,b'ZZ485619T',59aa3da4abdd75a80c7a0975fb1e256fc6a5299a,NG8
347,Chelsea,Harrison,F,1983-01-17,Cocos (Keeling) Islands,United Kingdom,(07700) 900849,M8 7HS,ZZ 034941 T,129729411,0,B+,0.5,74.9,secondary,20,18.83,1983,39,30-40,intermediate smokers,low,healthy,19-34,Asia,b'ZZ 034941 T',0f38ae7e106997c3247e4beaf8b6acb367a8973e,M8
348,Georgia,Tomlinson,F,1967-11-22,Japan,United Kingdom,(07700)900501,N56 5DY,ZZ 595271 T,129872766,0,O+,8.9,484.4,secondary,6,13.32,1967,55,50-60,heavy smokers,high,underweight,2-18,Asia,b'ZZ 595271 T',967de4db3592e2bf122828334a2c64d6f03c4094,N56
349,Jodie,Bevan,F,2001-09-02,Palau,United Kingdom,+447700 900365,W6 9NP,ZZ 13 29 60 T,117545717,0,O-,3.2,421.1,phD,31,12.78,2001,22,20-30,heavy smokers,low,underweight,19-34,Oceania,b'ZZ 13 29 60 T',39b394e271557f2fe37386ac552adbafd401dbc7,W6
350,Susan,Welch,F,1957-12-09,Italy,United Kingdom,+44(0)7700 900469,S39 9EL,ZZ 064562 T,66991865,0,A+,1.8,206.5,bachelor,32,17.43,1957,66,60-70,heavy smokers,low,underweight,19-34,Europe,b'ZZ 064562 T',b5c95e33307924b43b448570e08bc8dd9a61339e,S39
351,Zoe,Smith,F,1962-04-19,Nicaragua,United Kingdom,07700900733,W2 9GQ,ZZ 043218 T,125791993,0,A+,1.9,299.0,masters,45,19.64,1962,60,50-60,heavy smokers,low,healthy,35-50,North America,b'ZZ 043218 T',ec6a70b4717fcde771b2c2c61a3a527e2e4f449c,W2
352,Ben,Day,M,1977-11-16,Brazil,United Kingdom,07700 900676,N4K 3LH,ZZ 808708 T,10125771,0,O+,1.7,238.3,secondary,24,34.65,1977,45,40-50,heavy smokers,low,overweight,19-34,South America,b'ZZ 808708 T',f32e4a7c2004a356037506f665fe506f993e2810,N4K
353,Martyn,Green,M,1983-05-18,Cayman Islands,United Kingdom,+447700900725,CW17 7RZ,ZZ 07 91 19 T,37290100,0,A+,2.4,367.1,bachelor,30,23.19,1983,39,30-40,heavy smokers,low,healthy,19-34,North America,b'ZZ 07 91 19 T',f236cb27c33ac1e6707c2400bf3a8ae9ff9a12de,CW17
354,Robin,Patel,M,1964-03-16,Italy,United Kingdom,+447700 900 791,L1 7AU,ZZ829026T,21883390,0,A+,2.4,297.3,other,37,20.22,1964,58,50-60,heavy smokers,low,healthy,35-50,Europe,b'ZZ829026T',d98b4b47c68dae9a7d129a9410de5d61a7c7d210,L1
355,Laura,Clark,F,1961-07-05,United States of America,United Kingdom,07700 900 953,CH5 5JY,ZZ 88 71 92 T,119572827,1,O+,8.7,194.0,masters,33,24.88,1961,62,60-70,heavy smokers,high,healthy,19-34,North America,b'ZZ 88 71 92 T',4552752ef4b623e0a1c97bec068c3923a70a5e43,CH5
356,Norman,Hart,M,1979-07-15,Burkina Faso,United Kingdom,07700 900 245,EH4 4PZ,ZZ 74 24 30 T,84701532,0,O+,2.7,217.2,bachelor,8,14.67,1979,43,40-50,heavy smokers,low,underweight,2-18,Africa,b'ZZ 74 24 30 T',e3bfa351e18a88b58c68184648317355b8e91298,EH4
357,Leon,Miah,M,1972-03-19,Iceland,United Kingdom,(07700) 900 612,WD1 2XF,ZZ 766638 T,21654765,0,A-,7.6,33.6,primary,22,24.04,1972,50,40-50,light smokers,high,healthy,19-34,Europe,b'ZZ 766638 T',c63439fdbafe0ac3bacb3c4965423871e4b37c8f,WD1
358,Chelsea,Ward,F,1987-12-14,Indonesia,United Kingdom,(07700) 900 014,NG0 4PU,ZZ 99 20 91 T,73043418,0,A+,3.7,364.5,secondary,13,12.03,1987,35,30-40,heavy smokers,low,underweight,2-18,Asia,b'ZZ 99 20 91 T',d9cffe862be7fa645804386ddf9061d164bdebb8,NG0
359,Alex,Burton,M,1960-03-24,Slovakia,United Kingdom,+44(0)7700900034,B1W 2JH,ZZ 41 13 71 T,17256656,0,A+,9.6,296.4,bachelor,41,46.72,1960,62,60-70,heavy smokers,high,overweight,35-50,Europe,b'ZZ 41 13 71 T',e4ba23cd5107579e62af2df2d65262ee782fc3a0,B1W
360,Dale,Kirk,M,1999-09-15,Netherlands,United Kingdom,07700 900 363,BS4V 9NT,ZZ 636316 T,11554228,0,O+,1.6,238.3,other,47,27.12,1999,23,20-30,heavy smokers,low,overweight,35-50,Europe,b'ZZ 636316 T',a8c371fddb3f89cd9e29ece9401c2b6cac8a49b1,BS4V
361,Dylan,Day,M,1998-09-05,Qatar,United Kingdom,+44(0)7700 900140,G69 5EU,ZZ 167901 T,37643647,0,A-,9.7,183.9,secondary,17,8.94,1998,25,20-30,heavy smokers,high,underweight,2-18,Asia,b'ZZ 167901 T',62adb284122e5ffc4aeb19d4e791d24a6736c5ae,G69
362,Chloe,Cunningham,F,1986-11-15,Solomon Islands,United Kingdom,+44(0)7700 900042,TS2P 3ER,ZZ 32 75 99 T,20606442,0,AB+,9.9,92.6,other,4,29.78,1986,36,30-40,intermediate smokers,high,overweight,2-18,Oceania,b'ZZ 32 75 99 T',7a563d70fc7be1a88f308055c1d6300299d5a626,TS2P
363,Ben,Clements,M,1990-09-09,Sudan,United Kingdom,+447700900813,ST1 0JW,ZZ 619181 T,104060988,0,B+,4.9,430.1,bachelor,39,43.96,1990,33,30-40,heavy smokers,moderate,overweight,35-50,Africa,b'ZZ 619181 T',03d729d4717eff8e99db3faee0a4821736bf322f,ST1
364,Joe,Ali,M,1962-07-18,Guatemala,United Kingdom,(07700) 900 720,L8 8LY,ZZ326714T,56188659,0,A+,1.0,181.8,secondary,20,24.46,1962,60,50-60,heavy smokers,low,healthy,19-34,North America,b'ZZ326714T',cef33c5aead09dd28c6f02beffc53486cb8b5cc0,L8
365,Stewart,Green,M,1965-10-14,Uruguay,United Kingdom,+44(0)7700 900437,L3H 9HH,ZZ648834T,107992736,0,O+,4.4,1.0,secondary,41,21.71,1965,57,50-60,light smokers,moderate,healthy,35-50,South America,b'ZZ648834T',7cd0765717241e9c3ca28ed3374ab5610ecb54a9,L3H
366,Lauren,Berry,F,1961-01-05,Nigeria,United Kingdom,+447700 900627,B7 3ZX,ZZ 360373 T,98865875,0,A+,6.5,140.2,secondary,26,14.23,1961,62,60-70,intermediate smokers,moderate,underweight,19-34,Africa,b'ZZ 360373 T',744ff0dbc19fed728bc7cbb9a9e3b9fce80bcf42,B7
367,Patricia,Howells,F,1989-10-08,Turkmenistan,United Kingdom,(07700) 900 138,CO41 5BL,ZZ 91 85 68 T,89994111,0,O+,3.2,279.6,bachelor,10,14.83,1989,34,30-40,heavy smokers,low,underweight,2-18,Asia,b'ZZ 91 85 68 T',d7a0064f1dbe0cd8b96c02dc9cdf34c0f9e52f7e,CO41
368,Jenna,Evans,F,1970-05-30,South Africa,United Kingdom,07700 900 186,L9F 7PL,ZZ716843T,42257578,0,B+,1.7,5.1,secondary,21,43.29,1970,52,50-60,light smokers,low,overweight,19-34,Africa,b'ZZ716843T',56c12612e67be087024c4d9ec9cee033eeeb9b33,L9F
369,Malcolm,Burns,M,1959-02-27,Kenya,United Kingdom,(07700)900593,BA2 1QS,ZZ 31 69 54 T,105260923,0,AB+,6.1,161.3,bachelor,26,27.69,1959,63,60-70,intermediate smokers,moderate,overweight,19-34,Africa,b'ZZ 31 69 54 T',0b77bddf8e8500c479e78e0a339b5a8a3ac0f208,BA2
370,Sophie,Thomas,F,1957-05-08,Morocco,United Kingdom,(07700) 900 837,HR5P 5YJ,ZZ 44 20 35 T,57221890,0,A+,6.3,496.2,masters,20,19.45,1957,66,60-70,heavy smokers,moderate,healthy,19-34,Africa,b'ZZ 44 20 35 T',e081b785e75a27d6f2cdb3373e6da015b8a90974,HR5P
371,Howard,Mitchell,M,1966-05-21,Hungary,United Kingdom,+447700 900 607,UB9M 1GH,ZZ 569284 T,69686452,1,A+,4.9,478.4,other,16,24.15,1966,56,50-60,heavy smokers,moderate,healthy,2-18,Europe,b'ZZ 569284 T',cc6d5b2fbc130a14d1c918e43e9125bb84e5845d,UB9M
372,Toby,Armstrong,M,1983-09-06,Antigua and Barbuda,United Kingdom,(07700) 900976,EC2B 6FL,ZZ 873443 T,48530943,0,O-,0.3,50.5,secondary,37,15.78,1983,40,30-40,intermediate smokers,low,underweight,35-50,North America,b'ZZ 873443 T',d4dfa9f31f071b57762a0037fd283fa33559d85c,EC2B
373,Dean,Anderson,M,1992-06-28,French Polynesia,United Kingdom,+447700900665,B2 1DH,ZZ697060T,125174358,0,A+,5.6,500.0,bachelor,18,14.89,1992,30,20-30,heavy smokers,moderate,underweight,2-18,Oceania,b'ZZ697060T',c139feaa70323a6fe05c293be57eca5dcab10209,B2
374,Kate,Matthews,F,1956-10-29,Equatorial Guinea,United Kingdom,(07700)900175,M9W 9JZ,ZZ 35 40 37 T,76582727,1,A+,9.0,48.1,secondary,28,17.9,1956,66,60-70,intermediate smokers,high,underweight,19-34,Africa,b'ZZ 35 40 37 T',193dbd31011674912102c383c698e762f42d3003,M9W
375,Ian,Todd,M,2003-02-15,Morocco,United Kingdom,(07700) 900355,BT6 8SJ,ZZ223213T,54081648,0,A+,5.5,406.1,masters,36,21.2,2003,19,<20,heavy smokers,moderate,healthy,35-50,Africa,b'ZZ223213T',8ba2c43237592563f4d4ca2ebef957c67a9776a8,BT6
376,Cheryl,Flynn,F,1977-12-22,Slovakia,United Kingdom,07700 900161,G0S 9JG,ZZ649667T,22411774,0,O+,6.1,470.8,secondary,7,14.38,1977,45,40-50,heavy smokers,moderate,underweight,2-18,Europe,b'ZZ649667T',ce04d6804d98073bcd3ad6038e393cac62c35ea0,G0S
377,Jean,Nicholls,F,1998-12-03,Namibia,United Kingdom,(07700)900834,W06 2JA,ZZ785589T,129754305,0,O+,8.1,394.0,secondary,49,35.71,1998,25,20-30,heavy smokers,high,overweight,35-50,Africa,b'ZZ785589T',c5f19e8cfc9c6b3b92d2d1e342d972ba45e2645b,W06
378,Vincent,Fuller,M,1978-06-14,Bermuda,United Kingdom,07700900752,S7T 2UF,ZZ 64 70 85 T,96084946,0,B+,4.2,10.2,secondary,43,15.98,1978,44,40-50,light smokers,moderate,underweight,35-50,North America,b'ZZ 64 70 85 T',e5ff4cd1b675f6bc7ca77855dd4a64a9ff0a3d11,S7T
379,Ruth,Peters,F,2002-05-24,Algeria,United Kingdom,+44(0)7700 900 242,ZE4R 9UN,ZZ 71 22 10 T,46036313,0,A+,4.7,454.9,secondary,16,18.1,2002,20,<20,heavy smokers,moderate,underweight,2-18,Africa,b'ZZ 71 22 10 T',843282ec33f1829039bdcf3ed60fe21f418f67e6,ZE4R
380,Lynda,Stevens,F,1992-04-01,Malawi,United Kingdom,+44(0)7700 900 839,JE2Y 1ZS,ZZ 349017 T,119759608,0,A+,1.3,272.0,bachelor,48,22.75,1992,31,30-40,heavy smokers,low,healthy,35-50,Africa,b'ZZ 349017 T',58efc4797dcf2886190d1ec3be55c10451a5b51e,JE2Y
381,Daniel,Barrett,M,1964-02-15,Marshall Islands,United Kingdom,07700 900 255,B34 1FQ,ZZ 00 91 44 T,79752512,0,O+,7.2,190.2,phD,11,20.91,1964,58,50-60,heavy smokers,high,healthy,2-18,Oceania,b'ZZ 00 91 44 T',09e8f51c689bdd737d9da76a6014520e78475304,B34
382,Mohammad,Lewis,M,1970-02-04,Mexico,United Kingdom,+44(0)7700 900229,WV4E 4ZB,ZZ 32 64 48 T,40223601,0,A+,1.9,150.4,phD,24,17.53,1970,53,50-60,intermediate smokers,low,underweight,19-34,North America,b'ZZ 32 64 48 T',73e22a78c19707b2b0f10f29bfa823f3b4938456,WV4E
383,Gregory,Watts,M,1962-03-05,Japan,United Kingdom,07700 900805,EC11 2FX,ZZ748095T,79535580,0,A+,6.0,12.6,masters,11,10.28,1962,61,60-70,light smokers,moderate,underweight,2-18,Asia,b'ZZ748095T',903d2ee35f19169d243421aa69c8c4e256425574,EC11
384,Russell,Jones,M,1986-12-07,Spain,United Kingdom,+44(0)7700 900596,DG26 3HN,ZZ 06 87 15 T,14933312,0,B+,4.1,147.1,other,40,38.95,1986,37,30-40,intermediate smokers,moderate,overweight,35-50,Europe,b'ZZ 06 87 15 T',aedfef2a351f0f7cdc50f07dac6ed763ba998de7,DG26
385,Gail,Robertson,F,1999-02-17,Martinique,United Kingdom,07700 900 102,IV1 3TB,ZZ 84 99 24 T,40857019,0,B+,4.9,118.5,other,14,31.39,1999,23,20-30,intermediate smokers,moderate,overweight,2-18,North America,b'ZZ 84 99 24 T',c006343aa1818ee60a5d74f2ced87e677ca6276e,IV1
386,Robert,Fox,M,1978-03-28,Bhutan,United Kingdom,+447700900576,EN46 9AU,ZZ 64 48 49 T,36819058,0,B+,0.1,487.9,secondary,43,25.47,1978,44,40-50,heavy smokers,low,overweight,35-50,Asia,b'ZZ 64 48 49 T',555a09ee3a7e8421426d505b9faef8dc4ab5a5e9,EN46
387,Marie,Harris,F,1963-01-14,South Korea,United Kingdom,+447700900298,G55 7UH,ZZ 29 36 27 T,16239810,0,A+,3.8,101.5,bachelor,42,33.32,1963,59,50-60,intermediate smokers,low,overweight,35-50,Asia,b'ZZ 29 36 27 T',1f4b4f8310cff4a1303ab5893f861c038404dd79,G55
388,Andrea,Howard,F,1995-05-08,Anguilla,United Kingdom,07700900874,NR8 1YA,ZZ 39 50 28 T,107918558,0,B+,2.0,184.0,secondary,32,12.21,1995,28,20-30,heavy smokers,low,underweight,19-34,North America,b'ZZ 39 50 28 T',d0722534ebf0b632c84f547fbca5c4257ad0c30d,NR8
389,Tony,Ellis,M,2000-08-22,Guinea-Bissau,United Kingdom,(07700)900495,NW36 5QS,ZZ 32 78 74 T,95820347,1,O-,2.4,106.9,masters,25,11.86,2000,22,20-30,intermediate smokers,low,underweight,19-34,Africa,b'ZZ 32 78 74 T',1ea8e18259e4173f5e296efd550e892a1a15aea2,NW36
390,Judith,Francis,F,1986-11-21,Burkina Faso,United Kingdom,+447700 900 813,G1 6HW,ZZ 151092 T,30222421,0,A+,6.8,208.2,masters,23,47.78,1986,36,30-40,heavy smokers,moderate,overweight,19-34,Africa,b'ZZ 151092 T',87e837069fc77f59285ca6548700c2609010c6ad,G1
391,Gillian,Allen,F,1997-04-10,Sao Tome and Principe,United Kingdom,07700 900 925,KA8 9PW,ZZ267124T,35743073,0,O+,1.2,281.0,secondary,24,12.78,1997,26,20-30,heavy smokers,low,underweight,19-34,Africa,b'ZZ267124T',150102796ac62ca2c471b63c8d14e01859312f2d,KA8
392,Gordon,Stewart,M,1998-10-03,Algeria,United Kingdom,(07700) 900381,L5D 4DP,ZZ 99 11 18 T,29363854,0,A+,8.5,12.3,secondary,40,21.55,1998,25,20-30,light smokers,high,healthy,35-50,Africa,b'ZZ 99 11 18 T',e37efd3e85dc0efc5900ba119aa23af26b96810e,L5D
393,Brett,Whitehouse,M,1997-10-12,Spain,United Kingdom,+447700900585,S9G 7BD,ZZ 107951 T,114112334,0,O+,1.7,397.3,secondary,8,25.69,1997,26,20-30,heavy smokers,low,overweight,2-18,Europe,b'ZZ 107951 T',748e677070151c86be7b7b1242000ea32c11ae0a,S9G
394,Brenda,Thomas,F,1989-02-09,Serbia,United Kingdom,07700 900337,G33 2HD,ZZ 27 18 47 T,62224497,0,A+,3.4,348.2,secondary,18,22.43,1989,34,30-40,heavy smokers,low,healthy,2-18,Europe,b'ZZ 27 18 47 T',2b2bc99a6a6c7b6506f4952ff9f47c6f37a6fd5d,G33
395,Stephanie,Dunn,F,1971-05-25,Morocco,United Kingdom,07700900200,DA72 5QS,ZZ 14 32 87 T,27974067,0,O+,6.3,157.0,masters,40,35.09,1971,51,50-60,intermediate smokers,moderate,overweight,35-50,Africa,b'ZZ 14 32 87 T',70ade7fbc7c0c1192115fa269b3f102b0095490d,DA72
396,Eleanor,Day,F,1971-01-07,Cook Islands,United Kingdom,+44(0)7700900132,TR71 9RN,ZZ 849987 T,77923709,0,A+,9.6,385.7,secondary,32,21.34,1971,52,50-60,heavy smokers,high,healthy,19-34,Oceania,b'ZZ 849987 T',a8e0a29b657d1ca53585731f6455d8ef7a6e29a0,TR71
397,Anthony,Garner,M,1996-10-27,Ghana,United Kingdom,+44(0)7700900216,W2 2BW,ZZ 82 19 62 T,35456344,0,O+,1.4,188.7,phD,10,27.35,1996,26,20-30,heavy smokers,low,overweight,2-18,Africa,b'ZZ 82 19 62 T',09732f91f2d23446b6c3d109f0793465df7fcbd8,W2
398,Nicholas,Read,M,1991-12-07,Sweden,United Kingdom,+44(0)7700 900 961,EH2H 4AZ,ZZ345972T,103801892,0,O+,0.2,8.6,bachelor,32,14.67,1991,32,30-40,light smokers,low,underweight,19-34,Europe,b'ZZ345972T',50bfe6113a78a559d4d2f465528845eee0a6cd51,EH2H
399,Max,Ellis,M,1959-10-18,Falkland Islands (Malvinas),United Kingdom,+44(0)7700900500,SN66 6ZQ,ZZ 64 55 15 T,31598361,0,A-,1.2,481.5,other,23,19.77,1959,63,60-70,heavy smokers,low,healthy,19-34,South America,b'ZZ 64 55 15 T',d7303b413c1f6f122a45f15b2a5a8267b625a82d,SN66
400,Daniel,Turner,M,1970-09-23,Spain,United Kingdom,07700900623,W3 6GA,ZZ809017T,122997020,1,B+,4.1,389.7,secondary,34,26.34,1970,52,50-60,heavy smokers,moderate,overweight,19-34,Europe,b'ZZ809017T',4b3081799ac2b29a0559a4c4c5811a6997a98173,W3
401,Danielle,Shaw,F,1990-06-20,Ethiopia,United Kingdom,+447700900359,ML11 6QW,ZZ 301767 T,94942200,0,A+,2.4,100.4,secondary,3,15.47,1990,32,30-40,intermediate smokers,low,underweight,2-18,Africa,b'ZZ 301767 T',4d568aac4ab2ae8f6e732fb7314dc33111af5979,ML11
402,Sharon,Marsh,F,1966-10-05,French Polynesia,United Kingdom,07700 900 596,CW02 1ZP,ZZ 795822 T,17230533,0,A+,1.1,415.2,secondary,7,11.72,1966,57,50-60,heavy smokers,low,underweight,2-18,Oceania,b'ZZ 795822 T',eb578fb1866d7eb8e604f6ce5668785d69257aba,CW02
403,Frederick,Roberts,M,1994-12-11,Macao,United Kingdom,(07700) 900931,M32 4EU,ZZ995893T,18441460,0,A+,7.0,76.1,bachelor,12,39.59,1994,29,20-30,intermediate smokers,high,overweight,2-18,Asia,b'ZZ995893T',f757e90d5797b90262b42b36a751db25acdffb81,M32
404,Paul,Bishop,M,1982-06-26,Trinidad and Tobago,United Kingdom,07700 900233,N86 6SP,ZZ344520T,26733597,0,B+,1.0,180.3,masters,49,16.7,1982,40,30-40,heavy smokers,low,underweight,35-50,North America,b'ZZ344520T',f896d81449e9bae0805bb9606ab9c25d92a2ca51,N86
405,Elizabeth,Bray,F,1967-09-21,Guyana,United Kingdom,+44(0)7700 900936,EH3R 6BP,ZZ 805140 T,100477300,0,O+,7.8,388.9,secondary,18,15.93,1967,55,50-60,heavy smokers,high,underweight,2-18,South America,b'ZZ 805140 T',3dca09d6286a81cfc541270927c14982ea96d01f,EH3R
406,Christian,Gilbert,M,1993-03-17,Sri Lanka,United Kingdom,+447700 900 116,CA3E 3AZ,ZZ192442T,11631361,0,A+,4.0,268.0,other,16,34.31,1993,29,20-30,heavy smokers,moderate,overweight,2-18,Asia,b'ZZ192442T',cdbde2ab2eb50cba5c81fc03e10318b2a504a916,CA3E
407,Ross,Brown,M,1981-10-16,Estonia,United Kingdom,(07700) 900 191,M1H 5HX,ZZ506068T,99900030,0,A+,4.9,389.7,masters,49,29.35,1981,41,40-50,heavy smokers,moderate,overweight,35-50,Europe,b'ZZ506068T',0a94d928b6be28fe03a1482fbfcaf687cd8f87db,M1H
408,Gareth,Yates,M,1970-05-18,Wallis and Futuna,United Kingdom,07700 900 413,PR34 7RY,ZZ 500194 T,104682764,0,O+,7.7,235.3,other,3,9.72,1970,52,50-60,heavy smokers,high,underweight,2-18,Oceania,b'ZZ 500194 T',0a676917b70dac14fc5c04517b44702196620cf2,PR34
409,Marc,McDonald,M,1998-02-05,Turkmenistan,United Kingdom,(07700) 900045,N57 7XS,ZZ 75 42 39 T,107260073,0,O+,2.2,313.3,other,42,19.26,1998,25,20-30,heavy smokers,low,healthy,35-50,Asia,b'ZZ 75 42 39 T',5cd7a6187133886926187733e6248f791da66015,N57
410,Jason,Smith,M,1972-02-20,South Korea,United Kingdom,+447700 900962,KA1V 8QL,ZZ 852653 T,121701505,0,A-,4.6,72.7,bachelor,22,24.2,1972,50,40-50,intermediate smokers,moderate,healthy,19-34,Asia,b'ZZ 852653 T',dca11673d20716aa6b07703da4d47c33c3748002,KA1V
411,Katherine,Ahmed,F,1963-01-10,Mozambique,United Kingdom,07700900168,CH66 6DS,ZZ962536T,96313507,0,O+,6.9,316.3,bachelor,31,14.77,1963,60,50-60,heavy smokers,moderate,underweight,19-34,Africa,b'ZZ962536T',949e17f3918b232a36776e942e92b73b934a6c3d,CH66
412,Grace,Campbell,F,1984-05-28,Peru,United Kingdom,+447700 900 876,W54 9XJ,ZZ 216272 T,44622020,0,A-,4.8,200.7,secondary,17,20.37,1984,38,30-40,heavy smokers,moderate,healthy,2-18,South America,b'ZZ 216272 T',8e1ad8a3c5a9642104f168113e0cd0e28df6fd30,W54
413,Oliver,Griffiths,M,1975-12-10,Guatemala,United Kingdom,+447700 900281,OX36 6FZ,ZZ 961237 T,76042681,0,A+,2.5,113.7,secondary,9,28.34,1975,48,40-50,intermediate smokers,low,overweight,2-18,North America,b'ZZ 961237 T',480e3a49f6c7dbb4b414ba8718a31b23ae8aaf37,OX36
414,Jodie,Perry,F,1963-09-15,Tonga,United Kingdom,+447700900847,S9E 4XR,ZZ048098T,53078199,0,A+,0.6,81.6,secondary,35,13.88,1963,59,50-60,intermediate smokers,low,underweight,35-50,Oceania,b'ZZ048098T',685dd5526daeea5ed302a3415769214e3d32b2cc,S9E
415,Naomi,Pearce,F,1958-11-11,Singapore,United Kingdom,+447700900923,S54 3ZW,ZZ139526T,61445183,0,O+,0.3,196.9,primary,41,33.83,1958,65,60-70,heavy smokers,low,overweight,35-50,Asia,b'ZZ139526T',4f0aea461c7f4bb06670c619edeb02fbf8a4fa9f,S54
416,Ben,Holland,M,1992-03-09,French Guiana,United Kingdom,+44(0)7700 900771,TF70 2SG,ZZ 03 66 80 T,69889864,0,O-,6.0,445.3,secondary,42,24.2,1992,31,30-40,heavy smokers,moderate,healthy,35-50,South America,b'ZZ 03 66 80 T',47582ad6bb1092a616c7896b56117065340dcd10,TF70
417,Rachel,Taylor,F,1960-01-05,Somalia,United Kingdom,+44(0)7700 900 369,DE6 0TU,ZZ 08 95 25 T,67526624,0,A+,10.0,476.2,secondary,42,36.64,1960,63,60-70,heavy smokers,,overweight,35-50,Africa,b'ZZ 08 95 25 T',ad2a7813a77f8d9069755e53aaa1cc9330297289,DE6
418,Matthew,Hobbs,M,1983-07-23,Ghana,United Kingdom,07700 900 987,NR7E 2RE,ZZ930501T,98585087,1,O+,2.9,98.8,secondary,34,23.97,1983,39,30-40,intermediate smokers,low,healthy,19-34,Africa,b'ZZ930501T',44d1ff049b9f58c865e7ed9dbd66162b38531c75,NR7E
